age_band_id,age_band_label,min_months,max_months,age_band_is_active,stage1_wrapper_ux_slug,stage1_wrapper_ux_label,stage1_wrapper_rank_in_band,stage1_mapping_is_active,development_need_slug,development_need_canonical_name,stage1_why_it_matters_ux_description,stage2_category_type_slug,stage2_category_type_label,stage2_category_type_name,stage2_play_ideas_rank,stage2_play_idea_mapping_rationale,stage3_product_name,stage3_product_brand,stage3_product_rank_in_category,stage3_product_mapping_rationale,optional_need_meta_stage_anchor_month,optional_need_meta_stage_phase,optional_need_meta_stage_reason,optional_category_image_url,optional_category_safety_notes,ref_ux_wrapper_uuid,ref_development_need_uuid,ref_category_type_uuid,ref_product_uuid
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",soft-toys-comfort-objects,Soft toys and comfort objects,Soft toys and comfort objects,1,Soft toys support emotional security and become characters in pretend play scenarios.,Hey Duggee and Stick Soft Toy Twin Pack,Hey Duggee,1,"Soft toys support emotional security and become characters in pretend play scenarios. | Product note: Suitable for 1-2 years, but soft toys are generally suitable for 25-27 months. Popular characters for toddlers. | Suitable for 1-2 years, but soft toys are generally suitable for 25-27 months. Popular characters for toddlers.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,4fa23b63-f41d-45bd-b390-04168fdc79bd,3837fcdb-4ddb-4da6-a5dc-4b369a97114e
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",soft-toys-comfort-objects,Soft toys and comfort objects,Soft toys and comfort objects,1,Soft toys support emotional security and become characters in pretend play scenarios.,Julia Donaldson Zog Dragon Soft Toy,Julia Donaldson,2,"Soft toys support emotional security and become characters in pretend play scenarios. | Product note: Not explicitly stated, but generally soft toys are suitable for this age group. Based on the previous search results, this product is listed under '2 years - 3 years' category. | Not explicitly stated, but generally soft toys are suitable for this age group. Based on the previous search results, this product is listed under '2 years - 3 years' category.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,4fa23b63-f41d-45bd-b390-04168fdc79bd,ba7e2f2c-3b56-459e-b280-a1c2f12c8d1c
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",soft-toys-comfort-objects,Soft toys and comfort objects,Soft toys and comfort objects,1,Soft toys support emotional security and become characters in pretend play scenarios.,Personalised Jellycat Bartholomew bear large teddy soft toy,Jellycat,3,"Soft toys support emotional security and become characters in pretend play scenarios. | Product note: Suitable from birth. Soft and huggable, perfect bedtime buddy. Can be personalised. | Suitable from birth. Soft and huggable, perfect bedtime buddy. Can be personalised.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,4fa23b63-f41d-45bd-b390-04168fdc79bd,e065574b-59f0-4ebe-8c1c-fe18ff0fe3f1
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",doctor-vet-play-sets,Doctor and vet play sets,Doctor and vet play sets,2,Medical play helps process healthcare experiences and practice caring behaviors.,Chad Valley Wooden Pet Care Set,Chad Valley,1,"Medical play helps process healthcare experiences and practice caring behaviors. | Product note: Designed to teach responsibility and encourage imaginative play with a plush dog, pet foods, and grooming accessories. | Designed to teach responsibility and encourage imaginative play with a plush dog, pet foods, and grooming accessories.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,547533f7-5848-4709-ad1f-2d9f1494021f,a22d88ae-3256-4b8a-b175-9c766261ad7d
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",doctor-vet-play-sets,Doctor and vet play sets,Doctor and vet play sets,2,Medical play helps process healthcare experiences and practice caring behaviors.,Janod Doctor's Suitcase,Janod,2,"Medical play helps process healthcare experiences and practice caring behaviors. | Product note: Features 10 wooden instruments for imaginative role-play, helping children become familiar with medical scenarios. | Features 10 wooden instruments for imaginative role-play, helping children become familiar with medical scenarios.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,547533f7-5848-4709-ad1f-2d9f1494021f,62412234-3169-4ba8-b9c8-e3331f96865e
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",doctor-vet-play-sets,Doctor and vet play sets,Doctor and vet play sets,2,Medical play helps process healthcare experiences and practice caring behaviors.,Le Toy Van Animal Vet Set,Le Toy Van,3,"Medical play helps process healthcare experiences and practice caring behaviors. | Product note: Includes a vintage-style medical bag and 10 animal care-focused play pieces, fostering empathy and imaginative play around animal care. | Includes a vintage-style medical bag and 10 animal care-focused play pieces, fostering empathy and imaginative play around animal care.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,547533f7-5848-4709-ad1f-2d9f1494021f,3e0ee3eb-9c85-44f2-9768-ef5b98b0b462
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",doctor-vet-play-sets,Doctor and vet play sets,Doctor and vet play sets,2,Medical play helps process healthcare experiences and practice caring behaviors.,Le Toy Van Doctors Set,Le Toy Van,4,"Medical play helps process healthcare experiences and practice caring behaviors. | Product note: Vintage-style medical bag with 9 wooden accessories, including unique features like a kaleidoscope in the ear scope, promoting imaginative play. | Vintage-style medical bag with 9 wooden accessories, including unique features like a kaleidoscope in the ear scope, promoting imaginative play.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,547533f7-5848-4709-ad1f-2d9f1494021f,cc891c7b-4b90-43d7-a8ae-01a5f74d32f8
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",doctor-vet-play-sets,Doctor and vet play sets,Doctor and vet play sets,2,Medical play helps process healthcare experiences and practice caring behaviors.,Little Dutch Doctors Bag Set,Little Dutch,5,"Medical play helps process healthcare experiences and practice caring behaviors. | Product note: Encourages imaginative role-playing and familiarization with doctor visits, with durable and child-safe wooden instruments. | Encourages imaginative role-playing and familiarization with doctor visits, with durable and child-safe wooden instruments.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,547533f7-5848-4709-ad1f-2d9f1494021f,d47a3b68-0478-435a-93f2-34e9181def0d
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",musical-instruments-toddlers,Musical instruments for toddlers,Musical instruments for toddlers,3,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood.",Bluey Musical Band Playset,Bluey,1,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood. | Product note: Encourages creativity, musical exploration, imaginative role-play, and enhances hand-eye coordination. Suitable for ages 2 years +. | Encourages creativity, musical exploration, imaginative role-play, and enhances hand-eye coordination. Suitable for ages 2 years +.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,5560da87-00b7-4a81-a25d-dede3b3267e6,8b05d726-29e4-4164-b40d-a89dca962fcd
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",musical-instruments-toddlers,Musical instruments for toddlers,Musical instruments for toddlers,3,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood.",Chad Valley Crocodile Xylophone,Chad Valley,2,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood. | Product note: Helps build love of music and gross motor skills, chunky stick for little hands, pull-along feature, bright keys for aural and visual stimulation. Suitable for ages 12 months and over. | Helps build love of music and gross motor skills, chunky stick for little hands, pull-along feature, bright keys for aural and visual stimulation. Suitable for ages 12 months and over.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,5560da87-00b7-4a81-a25d-dede3b3267e6,8e1ed25a-4dd6-46db-a7d7-1f492854db06
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",musical-instruments-toddlers,Musical instruments for toddlers,Musical instruments for toddlers,3,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood.",Early Learning Centre Light and Sound Drum,Early Learning Centre,3,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood. | Product note: Interactive drum with music, sounds, and colourful lights; encourages crawling, walking, physical development, and hand-eye coordination. Suitable for age 9 months +. | Interactive drum with music, sounds, and colourful lights; encourages crawling, walking, physical development, and hand-eye coordination. Suitable for age 9 months +.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,5560da87-00b7-4a81-a25d-dede3b3267e6,bc883c15-4476-4937-b407-efe3cee73989
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",musical-instruments-toddlers,Musical instruments for toddlers,Musical instruments for toddlers,3,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood.",Early Learning Centre Wooden Glockenspiel,Early Learning Centre,4,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood. | Product note: 8 colourful keys for early music fun, made from sustainably sourced wood, stimulates senses, encourages hand-eye coordination and interest in music. Suitable for ages 1 year +. | 8 colourful keys for early music fun, made from sustainably sourced wood, stimulates senses, encourages hand-eye coordination and interest in music. Suitable for ages 1 year +.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,5560da87-00b7-4a81-a25d-dede3b3267e6,71138bfa-f002-4aba-a75f-a037162a3be0
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",musical-instruments-toddlers,Musical instruments for toddlers,Musical instruments for toddlers,3,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood.",VTech My 1st Record Player,VTech,5,"Musical exploration supports rhythm, coordination, and emotional expression throughout toddlerhood. | Product note: Encourages auditory awareness and imaginative play with different music styles and interactive buttons. Suitable for ages 12 months and over. | Encourages auditory awareness and imaginative play with different music styles and interactive buttons. Suitable for ages 12 months and over.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,5560da87-00b7-4a81-a25d-dede3b3267e6,6e149456-1833-475d-bee8-63d9dc1e5e53
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",routine-visual-schedule-cards,Routine and visual schedule cards,Routine and visual schedule cards,3,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions.,Bed Time Routine Reward Chart,My Learning File,1,"Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions. | Product note: Personalised for your child and their needs. Each chart has four goals for your child to achieve each day of the week. When they have achieved a goal, they receive a star for that day. Perfect for developing and maintaining those important bedtime routines. A4 laminated card. Stars are attached with velcro dots. | Personalised for your child and their needs. Each chart has four goals for your child to achieve each day of the week. When they have achieved a goal, they receive a star for that day. Perfect for developing and maintaining those important bedtime routines. A4 laminated card. Stars are attached with velcro dots.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,7dc1cf92-12f7-4eaf-8bd6-58d7b2207c56,af912f0e-57f8-4123-8e83-0f4a16afdd4d
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",routine-visual-schedule-cards,Routine and visual schedule cards,Routine and visual schedule cards,3,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions.,Bespoke Visual Timetable,Craftly Ltd,2,"Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions. | Product note: Bring calm and clarity to your day with our handcrafted metal visual timetable, designed to support routine and reduce anxiety. Bespoke for your needs, this durable timetable works with our signature picture tokens — easily swappable to reflect changes in schedule. Perfect for Autism and ADHD, visual learners, dementia, overwhelm or anyone who benefits from clear structure, this beautiful tool turns daily planning into a soothing, empowering ritual. | Bring calm and clarity to your day with our handcrafted metal visual timetable, designed to support routine and reduce anxiety. Bespoke for your needs, this durable timetable works with our signature picture tokens — easily swappable to reflect changes in schedule. Perfect for Autism and ADHD, visual learners, dementia, overwhelm or anyone who benefits from clear structure, this beautiful tool turns daily planning into a soothing, empowering ritual.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,7dc1cf92-12f7-4eaf-8bd6-58d7b2207c56,ba9d1089-1559-4ad1-9316-d7b9c1db7f91
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",routine-visual-schedule-cards,Routine and visual schedule cards,Routine and visual schedule cards,3,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions.,Children’s Now and Next Board,My Learning File,3,"Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions. | Product note: Support your child develop good, organised routines each day. The now and next board helps your child develop confidence in their routines and supports them during transition times. Includes 24 activities pictured as standard. Personalised with your child\'s name. Laminated A4 card. Attached with velcro dots. | Support your child develop good, organised routines each day. The now and next board helps your child develop confidence in their routines and supports them during transition times. Includes 24 activities pictured as standard. Personalised with your child\'s name. Laminated A4 card. Attached with velcro dots.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,7dc1cf92-12f7-4eaf-8bd6-58d7b2207c56,88c3903b-b930-4a53-9297-bd308a501323
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",routine-visual-schedule-cards,Routine and visual schedule cards,Routine and visual schedule cards,3,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions.,Daily Activities Flash Cards,Zstore,4,"Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions. | Product note: Designed to help toddlers and preschoolers build language skills and establish visual routines. Educational flashcards transform everyday tasks into engaging learning opportunities, supporting early learning and speech therapy goals while making routine building cards accessible and fun. Crafted from durable 300gsm silk cardstock with matte lamination on both sides, these preschooler flash cards measure 9.5cm by 6.8cm, providing a sturdy yet lightweight design perfect for little hands. The 3.5mm rounded corners ensure safety during handling, while the waterproof and tear-proof finish allows easy cleaning for long-lasting use. A binding ring keeps all Zstore flash cards organized and portable. | Designed to help toddlers and preschoolers build language skills and establish visual routines. Educational flashcards transform everyday tasks into engaging learning opportunities, supporting early learning and speech therapy goals while making routine building cards accessible and fun. Crafted from durable 300gsm silk cardstock with matte lamination on both sides, these preschooler flash cards measure 9.5cm by 6.8cm, providing a sturdy yet lightweight design perfect for little hands. The 3.5mm rounded corners ensure safety during handling, while the waterproof and tear-proof finish allows easy cleaning for long-lasting use. A binding ring keeps all Zstore flash cards organized and portable.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,7dc1cf92-12f7-4eaf-8bd6-58d7b2207c56,21346e56-d91a-4358-979f-3b24b3cd1817
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",routine-visual-schedule-cards,Routine and visual schedule cards,Routine and visual schedule cards,3,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions.,Kids Daily Routine Star Chart,Craftly Ltd,5,"Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions. | Product note: Printed on durable metal and perfectly sized for little hands, this A5 board helps children feel in charge of their mornings, evenings or day. With shiny golden stars that stick with velcro and move from task to task, routines become a game they actually want to play. | Printed on durable metal and perfectly sized for little hands, this A5 board helps children feel in charge of their mornings, evenings or day. With shiny golden stars that stick with velcro and move from task to task, routines become a game they actually want to play.",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,7dc1cf92-12f7-4eaf-8bd6-58d7b2207c56,6d429ad6-c295-489f-817a-47e00b332cbe
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",routine-visual-schedule-cards,Routine and visual schedule cards,Routine and visual schedule cards,3,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions.,Morning Musts Board,Craftly Ltd,6,Visual supports help 2-year-olds understand sequences and reduce anxiety about transitions. | Product note: Mini size - A5 This board features visual images to help your child complete their morning and evening routine. Let them move a star to the completed task. A great incentive to fill their board is to offer a treat at the end of the week! Personalisation is available upon request Includes 6 golden stars with velcro backs Printed on to an aluminium sheet in A5 size | Mini size - A5 This board features visual images to help your child complete their morning and evening routine. Let them move a star to the completed task. A great incentive to fill their board is to offer a treat at the end of the week! Personalisation is available upon request Includes 6 golden stars with velcro backs Printed on to an aluminium sheet in A5 size,26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,7dc1cf92-12f7-4eaf-8bd6-58d7b2207c56,34da550d-47fb-439f-a0e1-8e14c25e2835
25-27m,25–27 months,25,27,true,routine-understanding-and-cooperation,Routine understanding and cooperation,9,true,routine-understanding-and-cooperation,Routine understanding and cooperation,"Following simple daily routines, understanding sequences, and participating in structured activities.",bath-toys,Bath toys,Bath toys,3,Bath toys support routine cooperation and sensory play during daily care activities.,Infantino Senso Plug and Squirt,Infantino,1,Bath toys support routine cooperation and sensory play during daily care activities. | Product note: Encourages creativity and fine motor skills by pulling apart and snapping together different combinations. | Encourages creativity and fine motor skills by pulling apart and snapping together different combinations.,26,emerging,Children begin to follow simple routines when told and can participate in planning routines around this age.,,,d1709f59-92f5-41d2-b38c-77479b46fcc7,98ae04db-1652-4a80-a22d-e6d6c25e2b37,805e9bc2-a9c5-4834-b29f-4b755546622e,801fa09d-8ba4-4e89-aedc-2be17f214dd1
25-27m,25–27 months,25,27,true,routine-understanding-and-cooperation,Routine understanding and cooperation,9,true,routine-understanding-and-cooperation,Routine understanding and cooperation,"Following simple daily routines, understanding sequences, and participating in structured activities.",bath-toys,Bath toys,Bath toys,3,Bath toys support routine cooperation and sensory play during daily care activities.,Matchstick Monkey Bathtime Slide Toy Set,Matchstick Monkey,2,Bath toys support routine cooperation and sensory play during daily care activities. | Product note: Encourages cause and effect learning and fine motor skills with sliding balls. | Encourages cause and effect learning and fine motor skills with sliding balls.,26,emerging,Children begin to follow simple routines when told and can participate in planning routines around this age.,,,d1709f59-92f5-41d2-b38c-77479b46fcc7,98ae04db-1652-4a80-a22d-e6d6c25e2b37,805e9bc2-a9c5-4834-b29f-4b755546622e,05f54e2f-2de0-41ad-b62d-13dd319e36aa
25-27m,25–27 months,25,27,true,routine-understanding-and-cooperation,Routine understanding and cooperation,9,true,routine-understanding-and-cooperation,Routine understanding and cooperation,"Following simple daily routines, understanding sequences, and participating in structured activities.",bath-toys,Bath toys,Bath toys,3,Bath toys support routine cooperation and sensory play during daily care activities.,Nuby Floating Octopus,Nuby,3,Bath toys support routine cooperation and sensory play during daily care activities. | Product note: Good for hand-eye coordination and sensory stimulation. | Good for hand-eye coordination and sensory stimulation.,26,emerging,Children begin to follow simple routines when told and can participate in planning routines around this age.,,,d1709f59-92f5-41d2-b38c-77479b46fcc7,98ae04db-1652-4a80-a22d-e6d6c25e2b37,805e9bc2-a9c5-4834-b29f-4b755546622e,cafa2b64-49c3-482b-a1b5-6073ece43b55
25-27m,25–27 months,25,27,true,routine-understanding-and-cooperation,Routine understanding and cooperation,9,true,routine-understanding-and-cooperation,Routine understanding and cooperation,"Following simple daily routines, understanding sequences, and participating in structured activities.",bath-toys,Bath toys,Bath toys,3,Bath toys support routine cooperation and sensory play during daily care activities.,Toomies Bath Barista,Toomies,4,Bath toys support routine cooperation and sensory play during daily care activities. | Product note: Promotes imaginative play and copying grown-up routines with a coffee machine theme. | Promotes imaginative play and copying grown-up routines with a coffee machine theme.,26,emerging,Children begin to follow simple routines when told and can participate in planning routines around this age.,,,d1709f59-92f5-41d2-b38c-77479b46fcc7,98ae04db-1652-4a80-a22d-e6d6c25e2b37,805e9bc2-a9c5-4834-b29f-4b755546622e,d2f13644-b465-4b6f-8a1b-2c327662e7bd
25-27m,25–27 months,25,27,true,routine-understanding-and-cooperation,Routine understanding and cooperation,9,true,routine-understanding-and-cooperation,Routine understanding and cooperation,"Following simple daily routines, understanding sequences, and participating in structured activities.",bath-toys,Bath toys,Bath toys,3,Bath toys support routine cooperation and sensory play during daily care activities.,Vtech Splash & Play Elephant,Vtech,5,"Bath toys support routine cooperation and sensory play during daily care activities. | Product note: Engaging with songs, melodies, and various interactive accessories for sensory play. | Engaging with songs, melodies, and various interactive accessories for sensory play.",26,emerging,Children begin to follow simple routines when told and can participate in planning routines around this age.,,,d1709f59-92f5-41d2-b38c-77479b46fcc7,98ae04db-1652-4a80-a22d-e6d6c25e2b37,805e9bc2-a9c5-4834-b29f-4b755546622e,a2e5edc6-a334-40a7-93f0-577df595a5f3
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",finger-paints-washable-paints,Finger paints and washable paints,Finger paints and washable paints,3,Painting supports sensory exploration and emotional expression emerging around age 2.,BLOT Kids Paint Kit Washable Finger Paint Set,BLOT,1,"Painting supports sensory exploration and emotional expression emerging around age 2. | Product note: Non-toxic, washable, includes various tools, suitable for ages 3+ (close to 25-27 months) | Non-toxic, washable, includes various tools, suitable for ages 3+ (close to 25-27 months)",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,833627bd-18a9-47bc-8e2a-0fef8b540ca9,338e1600-9b9a-4137-b5da-b7b9704adc3e
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",finger-paints-washable-paints,Finger paints and washable paints,Finger paints and washable paints,3,Painting supports sensory exploration and emotional expression emerging around age 2.,Crayola Washable Project Paint Set,Crayola,2,"Painting supports sensory exploration and emotional expression emerging around age 2. | Product note: Washable from skin and clothing, includes paintbrushes, suitable for young artists | Washable from skin and clothing, includes paintbrushes, suitable for young artists",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,833627bd-18a9-47bc-8e2a-0fef8b540ca9,177f7162-1ce1-4790-aa42-84ac0d2161ed
25-27m,25–27 months,25,27,true,emotional-regulation-and-self-awareness,Big feelings,2,true,emotional-regulation-and-self-awareness,Emotional regulation and self-awareness,"Experiencing and expressing a wide range of emotions, developing empathy, and beginning to understand own feelings.",finger-paints-washable-paints,Finger paints and washable paints,Finger paints and washable paints,3,Painting supports sensory exploration and emotional expression emerging around age 2.,Nicpro 12 Colors Washable Finger Paint Set,Nicpro,3,"Painting supports sensory exploration and emotional expression emerging around age 2. | Product note: Non-toxic, washable, vibrant colors, suitable for ages 3+ (close to 25-27 months) | Non-toxic, washable, vibrant colors, suitable for ages 3+ (close to 25-27 months)",26,emerging,Two-year-olds show broad emotional range but limited impulse control; empathy is emerging but self-regulation still developing.,,,e6baa2ab-c35d-4420-8136-d8ddbf9da787,d2638c0e-01a5-4a52-8db9-088ec44df573,833627bd-18a9-47bc-8e2a-0fef8b540ca9,3f72528c-9cca-401c-a355-a775d80dcb00
